nom_entreprise;adresse;code_postal;ville;telephone;email;site_web;note_google;nb_avis;segment;source
SDV GESTION IMMOBILIERE;"
46 Rue du Montparnasse, 75014 Paris, France";75014;Paris;01 75 77 05 75;;http://www.paris-gestion-immobilier.com/;4.0;4;Agences immobilieres;Google Maps
Gestion Locative Plus;"
182 Bis Rue de Charenton, 75012 Paris, France";75012;Paris;01 84 17 71 64;;http://www.gestionlocative-plus.fr/;4.4;4;Agences immobilieres;Google Maps
SGL Paris - Société de Gestion Locative, Vente et Syndic;"
9 Rue Duphot, 75001 Paris, France";75001;Paris;01 82 28 71 05;;https://sgl-immo.com/agence-immobiliere-paris/;4.1;4;Agences immobilieres;Google Maps
AD GESTION - Administrateur de biens - Gestion locative Paris - Syndic de copropriété;"
1 Rue de Stockholm, 75008 Paris, France";75008;Paris;01 89 54 65 28;;https://ad-gestion.fr/;4.9;4;Agences immobilieres;Google Maps
LOCAGESTION Paris;"
72 Rue du Faubourg Saint-Honoré, 75008 Paris, France";75008;Paris;05 81 33 02 92;;http://www.locagestion.com/;4.5;4;Agences immobilieres;Google Maps
AUME Gestion Locative Paris;"
200 Rue de la Croix Nivert, 75015 Paris, France";75015;Paris;06 69 40 15 18;;https://aumegestionlocative.fr/;4.9;4;Agences immobilieres;Google Maps
Plusse - Agence de gestion locative à Paris;"
10 Rue d'Austerlitz, 75012 Paris, France";75012;Paris;06 44 64 01 95;;https://plusse.co/?utm_source=google&utm_medium=mybusiness&utm_campaign=paris;4.9;4;Agences immobilieres;Google Maps
clickandrent - Location & Gestion;"
Rue de Cléry, 75002 Paris, France";75002;Paris;01 84 80 02 40;;https://www.clickandrent.fr/;4.7;4;Agences immobilieres;Google Maps
Cabinet Charles Gabriel - Gestion Locative;"
95 Av. Philippe Auguste, 75011 Paris, France";75011;Paris;01 43 15 44 36;;https://www.cabinet-charlesgabriel.fr/;4.8;4;Agences immobilieres;Google Maps
Providence Immobilier – Conseils & Gestion locative sur-mesure à Paris | Agence indépendante à Paris 9ème;"
49 Rue de Maubeuge, 75009 Paris, France";75009;Paris;01 40 36 23 86;;https://providenceimmobilier.com/;4.9;4;Agences immobilieres;Google Maps
Cabinet ROCHE Immobilier PARIS 15ème. Agence immobilière Vente. Achat. Location. Gestion locative. Estimation;"
252 Rue de Vaugirard, 75015 Paris, France";75015;Paris;01 45 32 66 10;;https://www.cabinet-roche.fr/gestion-roche.html?utm_source=gmb;4.7;4;Agences immobilieres;Google Maps
FRANCE GÉRANCE : Gestion Locative pas chère à Paris;"
28 Rue Octave Feuillet, 75016 Paris, France";75016;Paris;01 86 65 25 20;;https://france-gerance.net/;3.6;4;Agences immobilieres;Google Maps
HOMELAND Paris | Syndic de copropriété - Gestion Locative - Transaction;"
13 Rue d'Uzès, 75002 Paris, France";75002;Paris;01 86 76 07 60;;http://www.homeland.immo/;3.7;4;Agences immobilieres;Google Maps
ONGERE la gestion locative tout compris;"
10 Rue de Constantinople, 75008 Paris, France";75008;Paris;09 81 45 82 26;;http://ongere.fr/;4.9;4;Agences immobilieres;Google Maps
Etudes et Gestion Mirabeau cabinet d'administration de biens gestion locative Paris;"
96 Av. d'Italie, 75013 Paris, France";75013;Paris;01 53 81 95 70;;https://jeanraimon.fr/;4.0;4;Agences immobilieres;Google Maps
Némo Loca Gestion;"
153A Rue Cardinet, 75017 Paris, France";75017;Paris;06 24 58 21 06;;https://www.nemo-loca-gestion.com/;5.0;4;Agences immobilieres;Google Maps
AGENCE IMMOBILIÈRE Paris 15 FREDēLION;"
127 Rue St Charles, 75015 Paris, France";75015;Paris;01 82 83 40 00;;https://paris-15-saint-charles.fredelion.com/fr;4.9;4;Agences immobilieres;Google Maps
Syndic 75017;"
100 Rue Jouffroy d'Abbans, 75017 Paris, France";75017;Paris;01 42 22 34 00;;http://www.syndic-75.com/;4.1;4;Agences immobilieres;Google Maps
Syndic-Paris.fr;"
50 Bd Saint-Marcel, 75005 Paris, France";75005;Paris;07 56 82 34 55;;http://www.syndic-paris.fr/;5.0;4;Agences immobilieres;Google Maps
Atrium Gestion;"
4 Rue d'Argenson, 75008 Paris, France";75008;Paris;01 56 59 25 25;;https://www.atrium-gestion.fr/;3.4;4;Agences immobilieres;Google Maps
Syndicalur, votre courtier en copropriété;"
15 Rue Ferdinand Fabre, 75015 Paris, France";75015;Paris;09 79 26 46 97;;http://www.syndicalur.fr/;4.9;4;Agences immobilieres;Google Maps
La Régie Parisienne de l'Immobilier - Syndic de copropriété;"
23 Rue de Berri, 75008 Paris, France";75008;Paris;01 58 05 40 00;;https://www.regieparisienne.immo/;4.9;4;Agences immobilieres;Google Maps
Delon Syndic de Copropriété;"
27 Rue Letellier, 75015 Paris, France";75015;Paris;01 83 62 06 35;;http://www.amg-gestion.com/;4.3;4;Agences immobilieres;Google Maps
PARIS ETOILE GESTION - Syndic de copropriété - Paris 17ème;"
10 Rue d'Armaillé, 75017 Paris, France";75017;Paris;06 37 77 34 18;;http://www.parisetoilegestion.com/location-biens.html;4.5;4;Agences immobilieres;Google Maps
CABINET MASSON syndic de copropriété;"
60 Boulevard de Charonne, 75020 Paris, France";75020;Paris;01 43 73 26 60;;http://cabinetmasson.fr/;3.2;4;Agences immobilieres;Google Maps
All RES - Syndic de copropriété - Transaction - Gestion locative - Conciergerie;"
Les Tricolores - Ne reçois pas de public, 61 Rue de Lyon, 75012 Paris, France";75012;Paris;01 87 66 06 46;;https://www.allres.fr/fr/;4.3;4;Agences immobilieres;Google Maps
Coprolib';"
154 Rue de la Pompe, 75016 Paris, France";75016;Paris;01 88 40 85 00;;http://www.coprolib.com/;4.9;4;Agences immobilieres;Google Maps
Fiducia Gestion;"
8 Rue Rossini, 75009 Paris, France";75009;Paris;01 84 17 20 04;;https://www.fiduciagestion.fr/;3.4;4;Agences immobilieres;Google Maps
Cabinet Saint Martin;"
54 Rue de Londres, 75008 Paris, France";75008;Paris;07 80 91 48 28;;http://www.cabinetsaintmartin.fr/;4.8;4;Agences immobilieres;Google Maps
INGENCIA - Syndic-Gestion-Location;"
30 Rue de Lourmel, 75015 Paris, France";75015;Paris;01 45 79 50 90;;https://ingencia.com/Gestion-Locative/changer-de-syndic/;4.1;4;Agences immobilieres;Google Maps
My Syndic;"
15 Rue Lacharrière, 75011 Paris, France";75011;Paris;01 85 08 33 85;;https://my-syndic.com/;3.5;4;Agences immobilieres;Google Maps
CGIR - CABINET DE GESTION IMMOBILIERE RENAULD;"
46 Rue de Clichy, 75009 Paris, France";75009;Paris;01 84 80 83 20;;http://www.cgir-paris.fr/;4.6;4;Agences immobilieres;Google Maps
Agence Gestion Locative Laforêt Paris 15 Lecourbe;"
95 Rue Lecourbe, 75015 Paris, France";75015;Paris;01 44 38 10 13;;https://www.laforet-lg.com/;4.8;4;Agences immobilieres;Google Maps
S T I Syndic;"
55 Rue Raymond Losserand, 75014 Paris, France";75014;Paris;01 45 43 78 77;;http://www.sti-immo.com/?utm_source=gmb;4.0;4;Agences immobilieres;Google Maps
HomelikeHome - Chasseur immobilier Paris;"
47 Bd de Courcelles, 75008 Paris, France";75008;Paris;01 89 72 01 30;;https://www.homecatcher.paris/;4.9;5;Agences immobilieres;Google Maps
COSIM - Chasseur Immobilier, Chasseur d'Appartement;"
94 Rue Saint-Lazare, 75009 Paris, France";75009;Paris;01 53 16 19 25;;https://www.cosim.fr/;5.0;5;Agences immobilieres;Google Maps
Je Rêve d'une Maison;"
6 Rue d'Armaillé, 75017 Paris, France";75017;Paris;06 59 97 05 09;;https://www.jerevedunemaison.com/;4.9;5;Agences immobilieres;Google Maps
Parlez-moi de Paris - Chasseur immobilier;"
33 Rue de Naples, 75008 Paris, France";75008;Paris;01 55 95 67 18;;https://www.parlezmoideparis.com/;5.0;5;Agences immobilieres;Google Maps
ARFIM;"
7 Rue de Tocqueville, 75017 Paris, France";75017;Paris;06 64 09 01 61;;https://www.arfim.com/;5.0;5;Agences immobilieres;Google Maps
Perle Rare, chasseur immobilier;"
6 Pl. Vendôme, 75001 Paris, France";75001;Paris;01 42 60 80 88;;http://www.perle-rare.com/;4.7;5;Agences immobilieres;Google Maps
Flat in the city I Chasseur Immobilier, Chasseur d'Appartement à Paris idf;"
12 Rue de Clichy, 75009 Paris, France";75009;Paris;06 60 43 56 14;;http://www.flatinthecity.fr/;4.9;5;Agences immobilieres;Google Maps
Mon Chasseur Immo - Paris - Île de France;"
17 Rue Réaumur, 75003 Paris, France";75003;Paris;01 88 32 03 40;;https://www.monchasseurimmo.com/contact/paris/?utm_source=gmb&utm_medium=paid&utm_campaign=Paris&utm_term=ParisB;5.0;5;Agences immobilieres;Google Maps
YOUNIDME - Chasseur Immobilier Paris;"
61 Rue de Lyon, 75012 Paris, France";75012;Paris;06 77 54 38 53;;https://younidme.fr/;4.8;5;Agences immobilieres;Google Maps
Les Chasseurs de Paname;"
7 Cité du Cardinal Lemoine, 75005 Paris, France";75005;Paris;07 49 60 98 09;;https://leschasseursdepaname.com/;5.0;5;Agences immobilieres;Google Maps
Flat Hunter;"
17 Rue Pierre Lescot, 75001 Paris, France";75001;Paris;01 87 20 30 20;;https://flathunter.fr/;4.6;5;Agences immobilieres;Google Maps
Apparte - Chasseur Appartement Location et Achat Paris et IDF;"
58 Rue de Monceau, 75008 Paris, France";75008;Paris;06 01 13 04 87;;https://apparte.fr/;5.0;5;Agences immobilieres;Google Maps
Côté Acheteur Paris;"
37 Bd Bourdon, 75004 Paris, France";75004;Paris;01 40 19 06 06;;https://www.coteacheteur.com/fr/chasseur-immobilier-PARIS.html?utm_source=googlemybusiness&utm_medium=googlemap&utm_campaign=paris;4.6;5;Agences immobilieres;Google Maps
Des Murs à Paris - Chasseur Immobilier;"
74 Rue Pauline Borghese, 92200 Neuilly-sur-Seine, France";92200;;01 82 83 38 51;;https://www.desmursaparis.com/?utm_source=GMB;4.9;5;Agences immobilieres;Google Maps
The Place To Be Paris - Chasse Immobilière;"
24 Rue d'Aumale, 75009 Paris, France";75009;Paris;06 24 62 55 43;;http://www.earlybirds.paris/;4.9;5;Agences immobilieres;Google Maps
Agence de chasse immobilière - Kent Conseil Immobilier - Paris;"
18 Rue Louis Braille, 75012 Paris, France";75012;Paris;06 67 67 29 31;;https://kentconseil.com/;5.0;5;Agences immobilieres;Google Maps
Agence immobilière La Fabrique à Toits | Chasseur Immobilier Paris 🔑;"
6 Rue d'Armaillé, 75017 Paris, France";75017;Paris;07 82 09 05 95;;https://www.lafabriqueatoits.com/;5.0;5;Agences immobilieres;Google Maps
Eurêka ! Paris - Chasseurs immobiliers Paris;"
40 Rue du Louvre, 75001 Paris, France";75001;Paris;01 40 26 07 54;;http://www.eureka.paris/;5.0;5;Agences immobilieres;Google Maps
Chasseur Immo fixe;"
3 Rue de la Présentation, 75011 Paris, France";75011;Paris;06 82 60 23 75;;http://www.chasseurimmofixe.fr/;5.0;5;Agences immobilieres;Google Maps
Flat Search - Chasseur immobilier;"
38 Rue de Bretagne, 75003 Paris, France";75003;Paris;06 20 27 50 47;;http://www.flatsearch.fr/;5.0;5;Agences immobilieres;Google Maps
Homexpress;"
10 Rue Coquillière, 75001 Paris, France";75001;Paris;06 66 14 93 83;;http://www.homexpress.fr/;4.9;5;Agences immobilieres;Google Maps
Chasse Privée;"
23 Rue du Père Corentin, 75014 Paris, France";75014;Paris;06 40 09 68 89;;http://chasseprivee.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=16492665496032941284;5.0;5;Agences immobilieres;Google Maps
Paris Dream Home;"
15 Rue des Boulangers, 75005 Paris, France";75005;Paris;06 95 21 77 57;;http://www.parisdreamhome.fr/;4.9;5;Agences immobilieres;Google Maps
Home & Appartement;"
34 Rue Frémicourt, 75015 Paris, France";75015;Paris;06 19 06 14 93;;http://www.home-et-appartement.com/;4.4;5;Agences immobilieres;Google Maps
Paris et ailleurs;"
39 Rue Saint-Sauveur, 75002 Paris, France";75002;Paris;06 45 46 00 55;;http://www.parisetailleurs.fr/;5.0;5;Agences immobilieres;Google Maps
à vos souhaits ! Chasse immobilière;"
8 Rue Saint-Joseph, 75002 Paris, France";75002;Paris;06 84 48 87 91;;https://www.avossouhaits.paris/;5.0;5;Agences immobilieres;Google Maps
FRENCH PERMIS PARIS 15 -AUTO MOTO ECOLE CPF PERMIS ACCELERE;"
122 Rue de l'Abbé Groult, 75015 Paris, France";75015;Paris;06 99 77 45 76;;https://www.frenchpermis.fr/auto-ecole/paris-15-convention/;4.9;4;Auto-ecoles & Garages;Google Maps
Auto-école Rive Gauche - Auto école Paris 5;"
12 Rue Ferdinand Flocon, 75018 Paris, France";75018;Paris;09 55 79 85 78;;https://www.automotoecoleparis18.com/;4.5;4;Auto-ecoles & Garages;Google Maps
Auto-Ecole Soult;"
2 Rue Abel, 75012 Paris, France";75012;Paris;01 43 40 13 15;;https://www.soultautoecole.fr/;4.8;4;Auto-ecoles & Garages;Google Maps
Action Permis - Auto-école & Moto-école Paris 13;"
140 Rue Lecourbe, 75015 Paris, France";75015;Paris;01 89 32 97 06;;https://maison-permis.fr/;4.9;4;Auto-ecoles & Garages;Google Maps
FRENCH PERMIS PARIS 11EME CPF - (AUTO MOTO ECOLE PARMENTIER) - Permis Accéléré et CPF sur Paris;"
25 Rue Jean Leclaire, 75017 Paris, France";75017;Paris;01 84 80 03 74;;https://oser-autoecole.fr/;4.9;4;Auto-ecoles & Garages;Google Maps
Auto école Gare du Nord;"
67 Rue Championnet, 75018 Paris, France";75018;Paris;07 65 67 46 85;;http://www.autoecoleclignancourt.com/;4.9;4;Auto-ecoles & Garages;Google Maps
Auto-Moto Ecole MARX DORMOY;"
2 Rue Doudeauville, 75018 Paris, France";75018;Paris;01 46 07 06 36;;https://autoecolemarxdormoy.fr/;4.8;4;Auto-ecoles & Garages;Google Maps
Auto-école Klutsh Permis;"
8 Rue Jean de la Fontaine, 75016 Paris, France";75016;Paris;09 80 80 68 59;;http://www.klutsh.fr/;4.9;4;Auto-ecoles & Garages;Google Maps
Ecole de Conduite PARI PERMIS CPF;"
30 Av. Simon Bolivar, 75019 Paris, France";75019;Paris;01 89 33 96 11;;http://ecparipermis.fr/;5.0;4;Auto-ecoles & Garages;Google Maps
Auto Moto Ecole 2000;"
167 Rue de Bagnolet, 75020 Paris, France";75020;Paris;01 43 64 36 32;;http://www.automotoecole2000.com/;4.9;4;Auto-ecoles & Garages;Google Maps
Paripermis;"
27 Rue Linné, 75005 Paris, France";75005;Paris;09 82 31 86 41;;https://paripermis.com/;4.8;4;Auto-ecoles & Garages;Google Maps
ECF - Paris 9 - Trinité;"
35 Rue Notre Dame de Lorette, 75009 Paris, France";75009;Paris;01 48 74 85 81;;https://www.ecf.asso.fr/agence/ecf-trinite-paris-9;4.7;4;Auto-ecoles & Garages;Google Maps
Auto Ecole Génération Permis;"
118 Av. du Maine, 75014 Paris, France";75014;Paris;09 78 80 24 32;;https://www.generationpermis.fr/;4.9;4;Auto-ecoles & Garages;Google Maps
Auto-moto-école Saint-Fargeau;"
114 Rue St Charles, 75015 Paris, France";75015;Paris;01 42 93 09 19;;https://www.govo.fr/;4.9;4;Auto-ecoles & Garages;Google Maps
Auto-école GOLD DRIVING;"
45 Rue Croix des Petits Champs, 75001 Paris, France";75001;Paris;01 45 55 27 17;;http://www.royalspeed.fr/;4.4;4;Auto-ecoles & Garages;Google Maps
Auto-Ecole GP CONDUITE;"
51 Rue de la Tombe Issoire, 75014 Paris, France";75014;Paris;01 89 47 48 46;;http://www.gpconduite.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=4153009496338457708;4.8;4;Auto-ecoles & Garages;Google Maps
Auto Ecole Felix Faure Paris 15 🚦;"
25 Av. Félix Faure, 75015 Paris, France";75015;Paris;01 45 58 35 36;;https://www.felixfaure-autoecole.fr/;4.6;4;Auto-ecoles & Garages;Google Maps
AUTO-ECOLE LAURISTON;"
69 Rue Lauriston, 75116 Paris, France";75116;Paris;01 45 53 35 51;;http://autoecolelauriston.com/;4.9;4;Auto-ecoles & Garages;Google Maps
Auto-école Bessières;"
103 Bd Bessières, 75017 Paris, France";75017;Paris;09 82 21 98 31;;https://auto-ecole.codesrousseau.fr/annuaire-auto-ecoles/paris/auto-ecole-bessieres/15953;4.8;4;Auto-ecoles & Garages;Google Maps
Ecole de Conduite SER Jaurès - Auto-école;"
137 Rue de Meaux, 75019 Paris, France";75019;Paris;01 75 42 67 38;;http://serjaures.fr/;4.9;4;Auto-ecoles & Garages;Google Maps
Azur Permis;"
33 Av. de Versailles, 75016 Paris, France";75016;Paris;01 40 71 92 08;;http://azur-permis.com/;4.8;4;Auto-ecoles & Garages;Google Maps
Permis ONE - Agence Nation - Location de voiture auto-école à double Commande;"
27 Boulevard de Charonne, 75011 Paris, France";75011;Paris;01 40 33 10 47;;http://www.permis-one.fr/;4.9;4;Auto-ecoles & Garages;Google Maps
Gambetta Permis;"
32 Av. Gambetta, 75020 Paris, France";75020;Paris;01 46 36 71 84;;http://gambettapermis.fr/;4.8;4;Auto-ecoles & Garages;Google Maps
CER PORTE DES LILAS;"
2 Av. de la Prte des Lilas, 75020 Paris, France";75020;Paris;01 43 64 99 99;;http://www.cer-porte-des-lilas.com/;4.7;4;Auto-ecoles & Garages;Google Maps
Auto Moto école Buzenval Paris 11 - Nation - CPF Moto et Auto;"
29 Boulevard de Charonne, 75011 Paris, France";75011;Paris;01 43 73 67 05;;https://www.moto-ecole-buzenval.fr/;4.7;4;Auto-ecoles & Garages;Google Maps
Permis Accéléré - auto-école Paris 17;"
35 Rue Jouffroy d'Abbans, 75017 Paris, France";75017;Paris;09 54 37 16 49;;https://www.permisaccelere-paris17.fr/;4.1;4;Auto-ecoles & Garages;Google Maps
CER AVRON;"
18 Rue d'Avron, 75020 Paris, France";75020;Paris;01 88 61 10 45;;http://www.ceravron.fr/;4.8;4;Auto-ecoles & Garages;Google Maps
Point de Retrait - Permis Malin - Paris 13 - Location de voitures auto-école à double commande;"
155 Bd Vincent Auriol, 75013 Paris, France";75013;Paris;01 53 82 21 43;;https://www.permis-malin.com/agence/34;4.8;4;Auto-ecoles & Garages;Google Maps
La Goutte d'Or des Nations;"
11 Rue de la Goutte d'Or, 75018 Paris, France";75018;Paris;01 42 64 34 27;;https://www.autoecole-gouttedor.fr/;4.7;4;Auto-ecoles & Garages;Google Maps
École Conduite Stalindrive - Auto école Stalingrad;"
3 Rue d'Aubervilliers, 75018 Paris, France";75018;Paris;01 40 36 38 34;;https://www.autoecolestalingrad.fr/;4.8;4;Auto-ecoles & Garages;Google Maps
Auto-école Conduite Academy;"
64 Rue Claude Bernard, 75005 Paris, France";75005;Paris;09 83 54 48 78;;http://www.conduite-academy.com/;4.8;4;Auto-ecoles & Garages;Google Maps
Auto-école School conduite Paris 16;"
48 Rue de l'Assomption, 75016 Paris, France";75016;Paris;01 42 88 83 84;;https://www.auto-ecole-paris16.fr/;4.3;4;Auto-ecoles & Garages;Google Maps
AB DRIVE ÉCOLE DE CONDUITE;"
20 Rue Pradier, 75019 Paris, France";75019;Paris;01 73 75 12 09;;https://ab-drive.fr/;4.6;4;Auto-ecoles & Garages;Google Maps
Ecole de Conduite France Réussite;"
10 Rue Mathis, 75019 Paris, France";75019;Paris;09 86 21 29 81;;https://francereussite.fr/;4.6;4;Auto-ecoles & Garages;Google Maps
Cardinet Conduite;"
104 Rue de Saussure, 75017 Paris, France";75017;Paris;01 40 53 03 11;;http://www.cardinetconduite.fr/;4.9;4;Auto-ecoles & Garages;Google Maps
La Réussite;"
113 Rue de Tocqueville, 75017 Paris, France";75017;Paris;07 67 10 35 48;;https://www.lareussite-autoecole.fr/;4.8;4;Auto-ecoles & Garages;Google Maps
Auto-école St Marcel Gobelins & Permis AM;"
24 Rue le Brun, 75013 Paris, France";75013;Paris;01 45 35 83 36;;https://www.parispermis.fr/;4.6;4;Auto-ecoles & Garages;Google Maps
Auto école CER Pasteur;"
22 Bd Pasteur, 75015 Paris, France";75015;Paris;01 45 67 34 64;;http://www.cer-pasteur-paris.com/;4.7;4;Auto-ecoles & Garages;Google Maps
AUTO ECOLE NIVERT;"
41 Rue de la Croix Nivert, 75015 Paris, France";75015;Paris;09 80 59 07 57;;https://autoecolenivert.com/;4.5;4;Auto-ecoles & Garages;Google Maps
